ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy,Alignment,Morphemes,Note
Kashinawa_P-5_backofbody-1,,Kashinawa_P,5_backofbody,pɨʧi,pɨʧi,p ɨ + tʃ i,,zariquiey2017,30,,,,200 207,p ɨ + - - - - - - tʃ i - - - - - - - - - -,shoulder _ʧi,
Matses-123_skinofperson-1,,Matses,123_skinofperson,βitsi,βitsi,β i ts i,,fleck2005,1063,,,,57 158,β i ts i - -,βitʃi,
Matis-123_skinofperson-1,,Matis,123_skinofperson,βidtsi,βidtsi,β i ts i,,fleck2005,1063,,,,57 158,β i ts i - -,βitʃi,
Marubo-123_skinofperson-1,,Marubo,123_skinofperson,ɨʂpi,ɨʂpi,ɨ ʂ p i,,fleck2005,1065,,,,36 159,ɨ ʂ p i,ɨʂpi,
Katukina-123_skinofperson-1,,Katukina,123_skinofperson,wixiβi,wixiβi,w i ʂ i β i,,aguiar1994,1063,,,,57 158,w i ʂ i β i,βitʃi,
Shipibo_Konibo-123_skinofperson-1,,Shipibo_Konibo,123_skinofperson,βitʃi,βitʃi,β i tʃ i,,fleck2005,1063,,,,57 158,β i tʃ i - -,βitʃi,
Kapanawa-123_skinofperson-1,,Kapanawa,123_skinofperson,βitʃi,βitʃi,β i tʃ i,,loos1998,1063,,,,57 158,β i tʃ i - -,βitʃi,
Arara-123_skinofperson-1,,Arara,123_skinofperson,βitʃi,βitʃi,β i tʃ i,,cunha1993,1063,,,,57 158,β i tʃ i - -,βitʃi,
Shanenawa-123_skinofperson-1,,Shanenawa,123_skinofperson,ɸitʃi,ɸitʃi,ɸ i tʃ i,,lanes2005,1063,,,,57 158,ɸ i tʃ i - -,βitʃi,
Yawanawa-123_skinofperson-1,,Yawanawa,123_skinofperson,βitʃi,βitʃi,β i tʃ i,,paula1992,1063,,,,57 158,β i tʃ i - -,βitʃi,
Nukini-123_skinofperson-1,,Nukini,123_skinofperson,βiʃi,βiʃi,β i tʃ i,,aguiar2004,1063,,,,57 158,β i tʃ i - -,βitʃi,
Iskonawa-123_skinofperson-1,,Iskonawa,123_skinofperson,βiʧi,βiʧi,β i tʃ i,,zariquiey2017,1063,,,,57 158,β i tʃ i - -,βitʃi,
Iskonawa-123_skinofperson-2,,Iskonawa,123_skinofperson,haka,haka,h a k a,,zariquiey2017,1062,,,,46 61,h a k a,ʂaka,
Chakobo-123_skinofperson-1,,Chakobo,123_skinofperson,βitʃi,βitʃi,β i tʃ i,,zingg1998,1063,,,,57 158,β i tʃ i - -,βitʃi,
Pakawara-123_skinofperson-1,,Pakawara,123_skinofperson,witʃi,witʃi,w i tʃ i,,key2000,1063,,,,57 158,w i tʃ i - -,βitʃi,
Kakataibo-123_skinofperson-1,,Kakataibo,123_skinofperson,ʂaka,ʂaka,ʂ a k a,,zariquiey2017,1062,,,,46 61,ʂ a k a,ʂaka,
Kaxarari-123_skinofperson-1,,Kaxarari,123_skinofperson,witʃi,witʃi,w i tʃ i,,couto2005,1063,,,,57 158,w i tʃ i - -,βitʃi,
Mastanawa-123_skinofperson-1,,Mastanawa,123_skinofperson,ɸiʧi,ɸiʧi,ɸ i tʃ i,,zariquiey2017,1063,,,,57 158,ɸ i tʃ i - -,βitʃi,
Chaninawa-123_skinofperson-1,,Chaninawa,123_skinofperson,ɸit͡ʃi,ɸit͡ʃi,ɸ i tʃ i,,zariquiey2017,1063,,,,57 158,ɸ i tʃ i - -,βitʃi,
Sharanawa-123_skinofperson-1,,Sharanawa,123_skinofperson,ɸit͡ʃi,ɸit͡ʃi,ɸ i tʃ i,,zariquiey2017,1063,,,,57 158,ɸ i tʃ i - -,βitʃi,
Amawaka-123_skinofperson-1,,Amawaka,123_skinofperson,punj̃ã,çaka,ç a k a,,zariquiey2017,1062,,,,46 61,ç a k a,ʂaka,
Nawa-123_skinofperson-1,,Nawa,123_skinofperson,ɸiʧi,ɸiʧi,ɸ i tʃ i,,zariquiey2017,1063,,,,57 158,ɸ i tʃ i - -,βitʃi,
Marinawa-123_skinofperson-1,,Marinawa,123_skinofperson,ɸiʧi,ɸiʧi,ɸ i tʃ i,,zariquiey2017,1063,,,,57 158,ɸ i tʃ i - -,βitʃi,
Yaminawa-123_skinofperson-1,,Yaminawa,123_skinofperson,ɸiʧi,ɸiʧi,ɸ i tʃ i,,zariquiey2017,1063,,,,57 158,ɸ i tʃ i - -,βitʃi,
Kashinawa_P-123_skinofperson-1,,Kashinawa_P,123_skinofperson,βiʧi,βiʧi,β i tʃ i,,zariquiey2017,1063,,,,57 158,β i tʃ i - -,βitʃi,
Kashinawa_B-123_skinofperson-1,,Kashinawa_B,123_skinofperson,βitʃi,βitʃi,β i tʃ i,,camargo1995,1063,,,,57 158,β i tʃ i - -,βitʃi,
Matses-145_tail-1,,Matses,145_tail,inkuente,inkuente,i n + k u e n t e,,fleck2005,1253,,,,160 163,- i n + - k u e n t e,tail _a,
Matis-145_tail-1,,Matis,145_tail,ina,ina,i n + a,,fleck2005,1253,,,,160 6,- i n + a - - - - - -,tail _a,
Marubo-145_tail-1,,Marubo,145_tail,ina,ina,i n + a,,fleck2005,1253,,,,160 6,- i n + a - - - - - -,tail _a,
Kanamari-145_tail-1,,Kanamari,145_tail,hina,hina,h i n + a,,aguiar1994,1253,,,,160 6,h i n + a - - - - - -,tail _a,
Shipibo_Konibo-145_tail-1,,Shipibo_Konibo,145_tail,hina,hina,h i n + a,,fleck2005,1253,,,,160 6,h i n + a - - - - - -,tail _a,
Kapanawa-145_tail-1,,Kapanawa,145_tail,hina,hina,h i n + a,,loos1998,1253,,,,160 6,h i n + a - - - - - -,tail _a,
Arara-145_tail-1,,Arara,145_tail,inda,inda,i ⁿd + a,,cunha1993,1253,,,,160 6,- i ⁿd + a - - - - - -,tail _a,
Shanenawa-145_tail-1,,Shanenawa,145_tail,ina,ina,i n + a,,lanes2005,1253,,,,160 6,- i n + a - - - - - -,tail _a,
Yawanawa-145_tail-1,,Yawanawa,145_tail,ina,ina,i n + a,,paula1992,1253,,,,160 6,- i n + a - - - - - -,tail _a,
Poyanawa-145_tail-1,,Poyanawa,145_tail,βãti,βãti,β ã t i,,paula1992,1256,,,,169,β ã + t i,bati,
Iskonawa-145_tail-1,,Iskonawa,145_tail,ina,ina,i n + a,,zariquiey2017,1253,,,,160 6,- i n + a - - - - - -,tail _a,
Chakobo-145_tail-1,,Chakobo,145_tail,hina,hina,h i n + a,,zingg1998,1253,,,,160 6,h i n + a - - - - - -,tail _a,
Kakataibo-145_tail-1,,Kakataibo,145_tail,ina,ina,i n + a,,zariquiey2017,1253,,,,160 6,- i n + a - - - - - -,tail _a,
Kaxarari-145_tail-1,,Kaxarari,145_tail,tʃina,tʃina,tʃ i n + a,,couto2005,1257,,,,164 6,tʃ i n + a - - - -,tʃin _a,
Mastanawa-145_tail-1,,Mastanawa,145_tail,ida,ida,i d + a,,zariquiey2017,1253,,,,160 6,- i d + a - - - - - -,tail _a,
Chaninawa-145_tail-1,,Chaninawa,145_tail,ida,ida,i d + a,,zariquiey2017,1253,,,,160 6,- i d + a - - - - - -,tail _a,
Sharanawa-145_tail-1,,Sharanawa,145_tail,i:da,i:da,iː d + a,,zariquiey2017,1253,,,,160 6,- iː d + a - - - - - -,tail _a,
Amawaka-145_tail-1,,Amawaka,145_tail,hinda,hinda,h i ⁿd + a,,zariquiey2017,1253,,,,160 6,h i ⁿd + a - - - - - -,tail _a,
Nawa-145_tail-1,,Nawa,145_tail,ʦimaʂa,ʦimaʂa,ts i + m a ʂ a,,zariquiey2017,519,,,,161 165,ts i - + - m a ʂ a,buttock _masa,
Marinawa-145_tail-1,,Marinawa,145_tail,inda,inda,i ⁿd + a,,zariquiey2017,1253,,,,160 6,- i ⁿd + a - - - - - -,tail _a,
Yaminawa-145_tail-1,,Yaminawa,145_tail,tɨdɨ,tɨdɨ,t ɨ d ɨ,,zariquiey2017,1616,,,,168,t ɨ + d ɨ,tidi,
Kashinawa_P-145_tail-1,,Kashinawa_P,145_tail,hina,hina,h i n + a,,zariquiey2017,1253,,,,160 6,h i n + a - - - - - -,tail _a,
Kashinawa_B-145_tail-1,,Kashinawa_B,145_tail,hina,hina,h i n + a,,camargo1995,1253,,,,160 6,h i n + a - - - - - -,tail _a,
Matses-78_leg-1,,Matses,78_leg,nidte,nidte,n i d + t e,,fleck2005,688,,,,115 116,n i d + t e,stand _te,
Matis-78_leg-1,,Matis,78_leg,tawi,tawi,t a + w i,,fleck2005,555,,,,120 121,t a + w i,foot _wi,
Marubo-78_leg-1,,Marubo,78_leg,kiʃi,kiʃi,k i + ʃ i,,fleck2005,682,,,,112 114,k i + ʃ i,thigh _ʃi,
Marubo-78_leg-2,,Marubo,78_leg,itaʂɨ,itaʂɨ,i + t a ʂ ɨ,,fleck2005,686,,,,111 113,- i + - t a ʂ ɨ - -,calf _taʂi,
Katukina-78_leg-1,,Katukina,78_leg,kixu,kiʂu,k i + ʂ u,,aguiar1994,682,,,,112 126,k i + ʂ u,thigh _ʂu,
Kanamari-78_leg-1,,Kanamari,78_leg,hitaʃ,hitaʃ,h i + t a ʃ,,aguiar1994,686,,,,122 113,h i + - t a ʃ - - -,calf _taSi,
Kanamari-78_leg-2,,Kanamari,78_leg,kiʃi,kiʃi,k i + ʃ i,,aguiar1994,682,,,,112 114,k i + ʃ i,thigh _ʃi,
Shipibo_Konibo-78_leg-1,,Shipibo_Konibo,78_leg,kiʃi,kiʃi,k i + ʃ i,,fleck2005,682,,,,112 114,k i + ʃ i,thigh _ʃi,
Shipibo_Konibo-78_leg-2,,Shipibo_Konibo,78_leg,witaʂ,witaʂ,w i + t a ʂ,,fleck2005,686,,,,122 113,w i + - t a ʂ - - -,calf _taSi,
Kapanawa-78_leg-1,,Kapanawa,78_leg,kiʃi,kiʃi,k i + ʃ i,,loos1998,682,,,,112 114,k i + ʃ i,thigh _ʃi,
Kapanawa-78_leg-2,,Kapanawa,78_leg,witaʂ,witaʂ,w i + t a ʂ,,loos1998,686,,,,122 113,w i + - t a ʂ - - -,calf _taʂi,
Arara-78_leg-1,,Arara,78_leg,βitaʃi,βitaʃi,β i + t a ʃ i,,cunha1993,686,,,,122 113,β i + - t a ʃ i - -,calf _taSi,
Arara-78_leg-2,,Arara,78_leg,kiʃi,kiʃi,k i + ʃ i,,cunha1993,682,,,,112 114,k i + ʃ i,thigh _ʃi,
Shanenawa-78_leg-1,,Shanenawa,78_leg,taɨ,taɨ,t a + ɨ,,lanes2005,687,,,,120 121,t a + ɨ,foot _ɨ,
Yawanawa-78_leg-1,,Yawanawa,78_leg,βitaʃ,βitaʃ,β i + t a ʃ,,paula1992,686,,,,122 113,β i + - t a ʃ - - -,calf _taSi,
Nukini-78_leg-1,,Nukini,78_leg,βiʃta,βiʃta,β i + ʃ t a,,aguiar2004,686,,,,122 113,β i + ʃ t a - - - -,calf _sta,
Iskonawa-78_leg-1,,Iskonawa,78_leg,kiʃi,kiʃi,k i + ʃ i,,zariquiey2017,682,,,,112 114,k i + ʃ i,thigh _ʃi,
Chakobo-78_leg-1,,Chakobo,78_leg,wiku,wiku,w i + k u,,zingg1998,686,,,,122 123,w i + - - - - - k u,calf _ku,
Pakawara-78_leg-1,,Pakawara,78_leg,wiku,wiku,w i + k u,,key2000,686,,,,122 123,w i + - - - - - k u,calf _ku,
Kakataibo-78_leg-1,,Kakataibo,78_leg,kisi,kisi,k i + s i,,zariquiey2017,682,,,,112 114,k i + s i,thigh _ʃi,
Kaxarari-78_leg-1,,Kaxarari,78_leg,witaʂɨ,witaʂɨ,w i + t a ʂ ɨ,,couto2005,686,,,,122 113,w i + - t a ʂ ɨ - -,calf _taʂi,
Mastanawa-78_leg-1,,Mastanawa,78_leg,kiʃi,kiʃi,k i + ʃ i,,zariquiey2017,682,,,,112 114,k i + ʃ i,thigh _ʃi,
Chaninawa-78_leg-1,,Chaninawa,78_leg,kiʃi,kiʃi,k i + ʃ i,,zariquiey2017,682,,,,112 114,k i + ʃ i,thigh _ʃi,
Sharanawa-78_leg-1,,Sharanawa,78_leg,kiʃi,kiʃi,k i + ʃ i,,zariquiey2017,682,,,,112 114,k i + ʃ i,thigh _ʃi,
Sharanawa-78_leg-2,,Sharanawa,78_leg,ɸitaʂɨ,ɸitaʂɨ,ɸ i + t a ʂ ɨ,,zariquiey2017,686,,,,122 113,ɸ i + - t a ʂ ɨ - -,calf _taʂi,
Amawaka-78_leg-1,,Amawaka,78_leg,kiʃi,kiʃi,k i + ʃ i,,zariquiey2017,682,,,,112 114,k i + ʃ i,thigh _ʃi,
Nawa-78_leg-1,,Nawa,78_leg,kiʃi,kiʃi,k i + ʃ i,,zariquiey2017,682,,,,112 114,k i + ʃ i,thigh _ʃi,
Nawa-78_leg-2,,Nawa,78_leg,ɸitaʂ,ɸitaʂ,ɸ i + t a ʂ,,zariquiey2017,686,,,,122 113,ɸ i + - t a ʂ - - -,calf _taʂi,
Marinawa-78_leg-1,,Marinawa,78_leg,kiʃi,kiʃi,k i + ʃ i,,zariquiey2017,682,,,,112 114,k i + ʃ i,thigh _ʃi,
Marinawa-78_leg-2,,Marinawa,78_leg,ɸitaʃi,ɸitaʃi,ɸ i + t a ʃ i,,zariquiey2017,686,,,,122 113,ɸ i + - t a ʃ i - -,calf _taʂi,
Yaminawa-78_leg-1,,Yaminawa,78_leg,kiʃi,kiʃi,k i + ʃ i,,zariquiey2017,682,,,,112 114,k i + ʃ i,thigh _ʃi,
Kashinawa_P-78_leg-1,,Kashinawa_P,78_leg,kiʃi,kiʃi,k i + ʃ i,,zariquiey2017,682,,,,112 114,k i + ʃ i,thigh _ʃi,
Kashinawa_B-78_leg-1,,Kashinawa_B,78_leg,kiʂi,kiʂi,k i + ʂ i,,camargo1995,682,,,,112 114,k i + ʂ i,thigh _ʃi,
Matses-53_foot-1,,Matses,53_foot,taɨ,taɨ,t a + ɨ,,fleck2005,483,,,,212 215,t a + - ɨ,foot _i,
Matis-53_foot-1,,Matis,53_foot,taɨ,taɨ,t a + ɨ,,fleck2005,483,,,,212 215,t a + - ɨ,foot _i,
Marubo-53_foot-1,,Marubo,53_foot,taɨ,taɨ,t a + ɨ,,fleck2005,483,,,,212 215,t a + - ɨ,foot _i,
Katukina-53_foot-1,,Katukina,53_foot,tae,taɨ,t a + ɨ,,aguiar1994,483,,,,212 215,t a + - ɨ,foot _i,
Kanamari-53_foot-1,,Kanamari,53_foot,ta?ɨ,taʔɨ,t a + ʔ ɨ,,aguiar1994,483,,,,212 215,t a + ʔ ɨ,foot _i,
Shipibo_Konibo-53_foot-1,,Shipibo_Konibo,53_foot,taɨ,taɨ,t a + ɨ,,fleck2005,483,,,,212 215,t a + - ɨ,foot _i,
Kapanawa-53_foot-1,,Kapanawa,53_foot,taɨ,taɨ,t a + ɨ,,loos1998,483,,,,212 215,t a + - ɨ,foot _i,
Arara-53_foot-1,,Arara,53_foot,taɨ,taɨ,t a + ɨ,,cunha1993,483,,,,212 215,t a + - ɨ,foot _i,
Shanenawa-53_foot-1,,Shanenawa,53_foot,taɨ,taɨ,t a + ɨ,,lanes2005,483,,,,212 215,t a + - ɨ,foot _i,
Yawanawa-53_foot-1,,Yawanawa,53_foot,taɨ,taɨ,t a + ɨ,,paula1992,483,,,,212 215,t a + - ɨ,foot _i,
Nukini-53_foot-1,,Nukini,53_foot,taɨ,taɨ,t a + ɨ,,aguiar2004,483,,,,212 215,t a + - ɨ,foot _i,
Poyanawa-53_foot-1,,Poyanawa,53_foot,taɨ,taɨ,t a + ɨ,,paula1992,483,,,,212 215,t a + - ɨ,foot _i,
Iskonawa-53_foot-1,,Iskonawa,53_foot,taɨ,taɨ,t a + ɨ,,zariquiey2017,483,,,,212 215,t a + - ɨ,foot _i,
Chakobo-53_foot-1,,Chakobo,53_foot,ta?ɨ,taʔɨ,t a + ʔ ɨ,,zingg1998,483,,,,212 215,t a + ʔ ɨ,foot _i,
Pakawara-53_foot-1,,Pakawara,53_foot,ta?ɨ,taʔɨ,t a + ʔ ɨ,,key2000,483,,,,212 215,t a + ʔ ɨ,foot _i,
Kakataibo-53_foot-1,,Kakataibo,53_foot,taɨ,taɨ,t a + ɨ,,zariquiey2017,483,,,,212 215,t a + - ɨ,foot _i,
Kaxarari-53_foot-1,,Kaxarari,53_foot,taɨ,taɨ,t a + ɨ,,couto2005,483,,,,212 215,t a + - ɨ,foot _i,
Mastanawa-53_foot-1,,Mastanawa,53_foot,taɨ,taɨ,t a + ɨ,,zariquiey2017,483,,,,212 215,t a + - ɨ,foot _i,
Chaninawa-53_foot-1,,Chaninawa,53_foot,taɨ,taɨ,t a + ɨ,,zariquiey2017,483,,,,212 215,t a + - ɨ,foot _i,
Sharanawa-53_foot-1,,Sharanawa,53_foot,taɨ,taɨ,t a + ɨ,,zariquiey2017,483,,,,212 215,t a + - ɨ,foot _i,
Amawaka-53_foot-1,,Amawaka,53_foot,taʔɨ,taʔɨ,t a + ʔ ɨ,,zariquiey2017,483,,,,212 215,t a + ʔ ɨ,foot _i,
Nawa-53_foot-1,,Nawa,53_foot,taɨ,taɨ,t a + ɨ,,zariquiey2017,483,,,,212 215,t a + - ɨ,foot _i,
Marinawa-53_foot-1,,Marinawa,53_foot,uʂpaɾu,uʂpaɾu,u ʂ p a ɾ u,,zariquiey2017,485,,,,214,u ʂ p a ɾ u,usparu,
Yaminawa-53_foot-1,,Yaminawa,53_foot,taɨ,taɨ,t a + ɨ,,zariquiey2017,483,,,,212 215,t a + - ɨ,foot _i,
Kashinawa_P-53_foot-1,,Kashinawa_P,53_foot,taɨ,taɨ,t a + ɨ,,zariquiey2017,483,,,,212 215,t a + - ɨ,foot _i,
Kashinawa_B-53_foot-1,,Kashinawa_B,53_foot,taɨ,taɨ,t a + ɨ,,camargo1995,483,,,,212 215,t a + - ɨ,foot _i,
Matses-174_wing-1,,Matses,174_wing,podo,podo,p o + d o,,fleck2005,1630,,,,183 179,- - - p o + d o -,podo _do,
Matis-174_wing-1,,Matis,174_wing,pɨi,pɨi,p ɨ + i,,fleck2005,1480,,,,172 174,- - - p ɨ + - i - - - - -,arm _i,
Marubo-174_wing-1,,Marubo,174_wing,pɨi,pɨi,p ɨ + i,,fleck2005,1480,,,,172 174,- - - p ɨ + - i - - - - -,arm _i,
Shipibo_Konibo-174_wing-1,,Shipibo_Konibo,174_wing,pɨtʃi,pɨtʃi,p ɨ + tʃ i,,fleck2005,1480,,,,172 182,- - - p ɨ + - - - - - tʃ i,arm _tʃi,
Kapanawa-174_wing-1,,Kapanawa,174_wing,pɨi,pɨi,p ɨ + i,,loos1998,1480,,,,172 174,- - - p ɨ + - i - - - - -,arm _i,
Arara-174_wing-1,,Arara,174_wing,pɨtaw,pɨtaw,p ɨ + t a w,,cunha1993,1480,,,,172 31,- - - p ɨ + - - t a w - -,arm _taw,
Shanenawa-174_wing-1,,Shanenawa,174_wing,pɨj,pɨj,p ɨ + i,,lanes2005,1480,,,,172 174,- - - p ɨ + - i - - - - -,arm _i,
Yawanawa-174_wing-1,,Yawanawa,174_wing,pɨj,pɨj,p ɨ + i,,paula1992,1480,,,,172 174,- - - p ɨ + - i - - - - -,arm _i,
Iskonawa-174_wing-1,,Iskonawa,174_wing,pɨi,pɨi,p ɨ + i,,zariquiey2017,1480,,,,172 174,- - - p ɨ + - i - - - - -,arm _i,
Chakobo-174_wing-1,,Chakobo,174_wing,pɨ?i,pɨʔi,p ɨ + ʔ i,,zingg1998,1480,,,,172 174,- - - p ɨ + ʔ i - - - - -,arm _i,
Kakataibo-174_wing-1,,Kakataibo,174_wing,pɨi,pɨi,p ɨ + i,,zariquiey2017,1480,,,,172 174,- - - p ɨ + - i - - - - -,arm _i,
Kaxarari-174_wing-1,,Kaxarari,174_wing,patsasi,patsasi,p a + ts a s i,,couto2005,1484,,,,178 181,p a + ts a s i,/pa _tsasi,
Mastanawa-174_wing-1,,Mastanawa,174_wing,ampɨj,ampɨj,a m + p ɨ + i,,zariquiey2017,1480,,,,173 172 174,a m + p ɨ + - i - - - - -,am arm _i,
Chaninawa-174_wing-1,,Chaninawa,174_wing,pɨtau,pɨtau,p ɨ + t a u,,zariquiey2017,1480,,,,172 31,- - - p ɨ + - - t a u - -,arm _taw,
Sharanawa-174_wing-1,,Sharanawa,174_wing,dujati,dujati,d u j a + t i,,zariquiey2017,1485,,,,175 176,d u j a + t i,flight _ti,
Amawaka-174_wing-1,,Amawaka,174_wing,pɨʔi,pɨʔi,p ɨ + ʔ i,,zariquiey2017,1480,,,,172 174,- - - p ɨ + ʔ i - - - - -,arm _i,
Nawa-174_wing-1,,Nawa,174_wing,pɨtaw,pɨtaw,p ɨ + t a w,,zariquiey2017,1480,,,,172 31,- - - p ɨ + - - t a w - -,arm _taw,
Marinawa-174_wing-1,,Marinawa,174_wing,pɨtaw,pɨtaw,p ɨ + t a w,,zariquiey2017,1480,,,,172 31,- - - p ɨ + - - t a w - -,arm _taw,
Yaminawa-174_wing-1,,Yaminawa,174_wing,pɨta,pɨta,p ɨ + t a,,zariquiey2017,1480,,,,172 177,- - - p ɨ + - - t a - - -,arm _ti,
Kashinawa_P-174_wing-1,,Kashinawa_P,174_wing,pɨj,pɨj,p ɨ + i,,zariquiey2017,1480,,,,172 174,- - - p ɨ + - i - - - - -,arm _i,
Kashinawa_B-174_wing-1,,Kashinawa_B,174_wing,pɨi,pɨi,p ɨ + i,,camargo1995,1480,,,,172 174,- - - p ɨ + - i - - - - -,arm _i,
Matses-61_hand-1,,Matses,61_hand,mɨdante,mɨdante,m ɨ + d a n t e,,fleck2005,546,,,,96 99,m ɨ + - - - - - - d a n t e,hand _dante,
Matis-61_hand-1,,Matis,61_hand,mɨkɨn,mɨkɨn,m ɨ + k ɨ n,,fleck2005,546,,,,96 101,m ɨ + k ɨ n - - - - - - - -,hand _kɨnɨ,
Marubo-61_hand-1,,Marubo,61_hand,mɨβi,mɨβi,m ɨ + β i,,fleck2005,546,,,,96 97,m ɨ + β i - - - - - - - - -,hand _βi,
Katukina-61_hand-1,,Katukina,61_hand,meβi,meβi,m e + β i,,aguiar1994,546,,,,96 97,m e + - - - - β i - - - - -,hand _βi,
Kanamari-61_hand-1,,Kanamari,61_hand,mwɨβi,mɨβi,mʷ ɨ + β i,,aguiar1994,546,,,,96 97,mʷ ɨ + - - - - β i - - - - -,hand _Bi,
Shipibo_Konibo-61_hand-1,,Shipibo_Konibo,61_hand,mɨkɨn,mɨkɨn,m ɨ + k ɨ n,,fleck2005,546,,,,96 101,m ɨ + k ɨ n - - - - - - - -,hand _kɨnɨ,
Kapanawa-61_hand-1,,Kapanawa,61_hand,mɨkɨn,mɨkɨn,m ɨ + k ɨ n,,loos1998,546,,,,96 101,m ɨ + k ɨ n - - - - - - - -,hand _kɨnɨ,
Arara-61_hand-1,,Arara,61_hand,βɨhi,βɨhi,b ɨ + h i,,cunha1993,546,,,,96 100,b ɨ + - - - - h i - - - - -,hand _hi,
Shanenawa-61_hand-1,,Shanenawa,61_hand,mɨɸi,mɨɸi,m ɨ + ɸ i,,lanes2005,546,,,,96 97,m ɨ + - - - - ɸ i - - - - -,hand _βi,
Yawanawa-61_hand-1,,Yawanawa,61_hand,mɨhi,mɨhi,m ɨ + h i,,paula1992,546,,,,96 100,m ɨ + - - - - h i - - - - -,hand _hi,
Nukini-61_hand-1,,Nukini,61_hand,mɨwi,mɨwi,m ɨ + w i,,aguiar2004,546,,,,96 97,m ɨ + - - - - w i - - - - -,hand _Bi,
Poyanawa-61_hand-1,,Poyanawa,61_hand,mɨkɨn,mɨkɨn,m ɨ + k ɨ n,,paula1992,546,,,,96 101,m ɨ + k ɨ n - - - - - - - -,hand _kɨnɨ,
Iskonawa-61_hand-1,,Iskonawa,61_hand,mɨˀβi,mɨˀβi,m ɨ + β i,,zariquiey2017,546,,,,96 97,m ɨ + - - - - β i - - - - -,hand _βi,
Chakobo-61_hand-1,,Chakobo,61_hand,mɨkɨnɨ,mɨkɨnɨ,m ɨ + k ɨ n ɨ,,zingg1998,546,,,,96 101,m ɨ + k ɨ n ɨ - - - - - - -,hand _kɨnɨ,
Pakawara-61_hand-1,,Pakawara,61_hand,mɨkɨna,mɨkɨna,m ɨ + k ɨ n a,,key2000,546,,,,96 101,m ɨ + k ɨ n a - - - - - - -,hand _kini,
Kakataibo-61_hand-1,,Kakataibo,61_hand,mɨkɨn,mɨkɨn,m ɨ + k ɨ n,,zariquiey2017,546,,,,96 101,m ɨ + k ɨ n - - - - - - - -,hand _kɨnɨ,
Kaxarari-61_hand-1,,Kaxarari,61_hand,mɨkɨlɨ,mɨkɨlɨ,m ɨ + k ɨ l ɨ,,couto2005,546,,,,96 101,m ɨ + k ɨ l ɨ - - - - - - -,hand _kɨnɨ,
Mastanawa-61_hand-1,,Mastanawa,61_hand,bɨɸi,bɨɸi,b ɨ + ɸ i,,zariquiey2017,546,,,,96 97,b ɨ + ɸ i - - - - - - - - -,hand _βi,
Chaninawa-61_hand-1,,Chaninawa,61_hand,βɨkɨ,βɨkɨ,b ɨ + k ɨ,,zariquiey2017,546,,,,96 98,b ɨ + k ɨ - - - - - - - - -,hand _kɨnɨ,
Chaninawa-61_hand-2,,Chaninawa,61_hand,βɨɸi,βɨɸi,b ɨ + ɸ i,,zariquiey2017,546,,,,96 97,b ɨ + - - - - ɸ i - - - - -,hand _βi,
Sharanawa-61_hand-1,,Sharanawa,61_hand,bɨɸi,bɨɸi,b ɨ + ɸ i,,zariquiey2017,546,,,,96 97,b ɨ + - - - - ɸ i - - - - -,hand _βi,
Amawaka-61_hand-1,,Amawaka,61_hand,mɨkɨn,mɨkɨn,m ɨ + k ɨ n,,zariquiey2017,546,,,,96 101,m ɨ + k ɨ n - - - - - - - -,hand _kɨnɨ,
Nawa-61_hand-1,,Nawa,61_hand,bɨkɨ,bɨkɨ,b ɨ + k ɨ,,zariquiey2017,546,,,,96 98,b ɨ + k ɨ - - - - - - - - -,hand _kɨnɨ,
Marinawa-61_hand-1,,Marinawa,61_hand,bɨkɨ,bɨkɨ,b ɨ + k ɨ,,zariquiey2017,546,,,,96 98,b ɨ + k ɨ - - - - - - - - -,hand _kɨnɨ,
Yaminawa-61_hand-1,,Yaminawa,61_hand,mɨʔɨ,mɨʔɨ,m ɨ + ʔ ɨ,,zariquiey2017,546,,,,96 0,m ɨ + ʔ ɨ - - - - - - - - -,hand _ʔɨ,
Kashinawa_P-61_hand-1,,Kashinawa_P,61_hand,mɨki,mɨki,m ɨ + k i,,zariquiey2017,546,,,,96 98,m ɨ + k i - - - - - - - - -,hand _ki,
Kashinawa_B-61_hand-1,,Kashinawa_B,61_hand,mɨ̃kɨ̃,mɨ̃kɨ̃,m ɨ̃ + k ɨ̃,,camargo1995,546,,,,96 101,m ɨ̃ + k ɨ̃ - - - - - - - - -,hand _kɨnɨ,
Matses-43_featherlarge-1,,Matses,43_featherlarge,podo,podo,p o d o,,fleck2005,312,,,,117 224,p o d o,podo,
Matis-43_featherlarge-1,,Matis,43_featherlarge,podo,podo,p o d o,,fleck2005,312,,,,117 224,p o d o,podo,
Marubo-43_featherlarge-1,,Marubo,43_featherlarge,pɨi,pɨi,p ɨ + i,,fleck2005,375,,,,216 221,p ɨ + - i,arm _i,
Katukina-43_featherlarge-1,,Katukina,43_featherlarge,rani,rani,r a n i,,aguiar1994,376,,,,218 222,r a n i,body_hair,
Kanamari-43_featherlarge-1,,Kanamari,43_featherlarge,pɨ?i,pɨʔi,p ɨ + ʔ i,,aguiar1994,375,,,,216 221,p ɨ + ʔ i,arm _i,
Shipibo_Konibo-43_featherlarge-1,,Shipibo_Konibo,43_featherlarge,pɨi,pɨi,p ɨ + i,,fleck2005,375,,,,216 221,p ɨ + - i,arm _i,
