item                                        mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
posterior                                   -6719.01 0.206104 7.98238  -6718.66 -6735.43 -6703.84 12006.63 1500.004 NaN     
likelihood                                  -6525.25 0.146301 5.917006 -6525.04 -6536.90 -6514.40 11010.45 1635.718 NaN     
prior                                       -193.753 0.212214 7.335224 -193.803 -207.703 -177.752 15074.20 1194.756 NaN     
treeLikelihood.pano-full                    -6525.25 0.146301 5.917006 -6525.04 -6536.90 -6514.40 11010.45 1635.718 NaN     
Tree.t:tree.height                          1432.986 7.211248 265.6106 1390.700 981.5870 1973.575 13275.27 1356.657 1409.790
Tree.t:tree.treeLength                      13026.39 46.59895 1638.855 12898.66 9848.108 16151.12 14560.78 1236.883 12924.98
mutationRate.s:pano-full                    1        0        0        1        1        1        NaN      NaN      1       
gammaShape.s:pano-full                      0.875063 0.002515 0.091103 0.869145 0.707072 1.060404 13722.43 1312.449 0.870354
frequencies.s:pano-full.1                   0.953054 0.000222 0.004667 0.953164 0.943708 0.961987 40876.06 440.6001 0.953042
frequencies.s:pano-full.2                   0.046946 0.000222 0.004667 0.046836 0.038013 0.056292 40876.06 440.6001 0.046714
ORCsigma.c:clock                            0.363747 0.002173 0.074534 0.356558 0.230176 0.521875 15310.89 1176.286 0.356319
ORCRatesStat.c:clock.mean                   6.62E-5  4.19E-7  1.1E-5   6.52E-5  4.54E-5  8.76E-5  25970.12 693.4890 6.53E-5 
ORCRatesStat.c:clock.variance               6.03E-10 1.01E-11 2.99E-10 5.42E-10 1.51E-10 1.17E-9  20757.96 867.6186 5.37E-10
ORCRatesStat.c:clock.coefficientOfVariation 0.347924 0.001516 0.051997 0.347068 0.243689 0.445356 15300.77 1177.064 0.344001
BirthDeathSkyContemporaryBDSParam.t:tree    -175.746 0.090286 3.154376 -175.742 -181.461 -168.942 14754.46 1220.647 NaN     
birthRateBDS.t:tree                         0.002504 1.57E-5  0.000635 0.002427 0.001416 0.003759 10945.94 1645.358 0.002426
deathRateBDS.t:tree                         0.00072  1.52E-5  0.000646 0.000539 1.14E-7  0.002008 10000    1801     0.000429
rhoBDS.t:tree                               0.856524 0.001684 0.065168 0.866471 0.727163 0.964203 12031.66 1496.883 0.853933
ORCucldMean.c:clock                         7.09E-5  4.76E-7  1.28E-5  6.96E-5  4.75E-5  9.54E-5  25059.88 718.6783 6.97E-5 
logP(mrca(chacobo))                         -5.47413 0.011045 0.457244 -5.29624 -6.39653 -5.14186 10507.75 1713.971 NaN     
mrca.age(chacobo)                           367.0340 1.267068 53.08077 357.2211 286.6365 474.5985 10262.16 1754.991 363.4918
logP(mrca(kashinawa1))                      -3.24154 0.021857 0.92756  -2.88347 -5.12493 -2.52838 10000    1801     NaN     
mrca.age(kashinawa1)                        83.63767 0.112198 4.735585 83.59103 73.84120 92.38591 10109.73 1781.450 83.50287
logP(mrca(northern))                        -5.57217 0.010894 0.462307 -5.39894 -6.47865 -5.22555 10000    1801     NaN     
mrca.age(northern)                          473.0947 1.420221 60.27159 461.0143 381.8441 587.6879 10000    1801     469.5497
logP(mrca(chama))                           -5.69749 0.018243 0.7742   -5.40409 -7.16455 -5.14186 10000    1801     NaN     
mrca.age(chama)                             326.4058 0.741819 31.48145 320.4901 276.6439 387.1853 10000    1801     324.9813
