item                                     mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
posterior                                -6739.91 0.117377 4.98128  -6739.37 -6750.19 -6731.05 10000    1801     NaN     
likelihood                               -6556.07 0.107064 4.54362  -6555.86 -6565.05 -6547.61 10000    1801     NaN     
prior                                    -183.839 0.076009 3.16799  -183.562 -190.082 -178.126 10367.52 1737.154 NaN     
treeLikelihood.pano-full                 -6556.07 0.107064 4.54362  -6555.86 -6565.05 -6547.61 10000    1801     NaN     
Tree.t:tree.height                       1642.169 4.859338 189.7907 1625.476 1327.434 2057.841 11806.40 1525.442 1631.462
Tree.t:tree.treeLength                   14383.83 30.77745 1220.810 14297.56 11950.76 16779.91 11446.75 1573.372 14332.72
mutationRate.s:pano-full                 1        0        0        1        1        1        NaN      NaN      1       
gammaShape.s:pano-full                   0.982314 0.00316  0.113475 0.974899 0.771692 1.196507 13968.33 1289.344 0.975797
frequencies.s:pano-full.1                0.954122 0.000159 0.004411 0.954167 0.945535 0.962505 23485.37 766.8602 0.954112
frequencies.s:pano-full.2                0.045878 0.000159 0.004411 0.045833 0.037495 0.054465 23485.37 766.8602 0.045665
clockRate.c:clock                        5.79E-5  2.38E-7  7.62E-6  5.77E-5  4.36E-5  7.3E-5   17525.65 1027.636 5.74E-5 
BirthDeathSkyContemporaryBDSParam.t:tree -178.260 0.055371 2.213464 -178.221 -182.962 -174.286 11270.10 1598.033 NaN     
birthRateBDS.t:tree                      0.002273 1.3E-5   0.000552 0.002203 0.00131  0.00341  10000    1801     0.00221 
deathRateBDS.t:tree                      0.000729 1.52E-5  0.000643 0.000564 8.61E-8  0.002031 10000    1801     0.000439
rhoBDS.t:tree                            0.855472 0.00154  0.065358 0.863508 0.732106 0.967904 10000    1801     0.85285 
logP(mrca(chacobo))                      -5.40697 0.009993 0.392517 -5.25956 -6.15638 -5.14186 11672.20 1542.982 NaN     
mrca.age(chacobo)                        357.6143 1.114541 41.93661 351.7348 287.0706 440.6049 12720.93 1415.776 355.2707
logP(mrca(kashinawa1))                   -4.38121 0.039475 1.675227 -3.93121 -7.65794 -2.52837 10000    1801     NaN     
mrca.age(kashinawa1)                     88.39265 0.111038 4.712252 88.34981 79.08953 97.31278 10000    1801     88.26614
logP(mrca(northern))                     -5.55878 0.008772 0.372257 -5.42885 -6.31028 -5.22555 10000    1801     NaN     
mrca.age(northern)                       496.9120 1.328128 54.22132 490.0651 404.8080 601.6941 10805.71 1666.710 494.0605
logP(mrca(chama))                        -6.90218 0.030124 1.206187 -6.65593 -9.23887 -5.14284 11233.16 1603.287 NaN     
mrca.age(chama)                          293.4518 0.330317 13.54678 291.4368 270.5503 320.8256 10707.86 1681.942 293.1464
